image_name,label,score
016236.jpg,4,0.994728267
011920.jpg,1,0.946081758
010841.jpg,0,0.995883882
012618.jpg,4,0.99824214
006336.jpg,4,0.99946624
014351.jpg,2,0.999756038
002704.jpg,3,0.915022612
015741.jpg,4,0.99968493
007242.jpg,4,0.999941111
003305.jpg,1,0.999330998
001888.jpg,0,0.913512468
016205.jpg,3,0.998223484
016226.jpg,6,0.999657154
012088.jpg,4,0.999770224
000725.jpg,1,0.999579728
005624.jpg,3,0.992608726
012755.jpg,4,0.975759208
013429.jpg,2,0.990093529
006029.jpg,5,0.936400175
013922.jpg,1,0.999862909
008278.jpg,2,0.999900818
013939.jpg,3,0.999746144
003682.jpg,1,0.99972409
010533.jpg,0,0.999789059
013179.jpg,4,0.999607742
017357.jpg,3,0.979629874
005839.jpg,0,0.954418361
017841.jpg,6,0.992092192
009766.jpg,0,0.993861675
017086.jpg,4,0.993775964
013812.jpg,6,0.972911596
011171.jpg,0,0.966243923
007473.jpg,2,0.999624133
016088.jpg,2,0.999352753
002266.jpg,0,0.982283056
012070.jpg,6,0.999924421
007640.jpg,5,0.999253452
017349.jpg,4,0.998598039
002065.jpg,0,0.971868157
010633.jpg,3,0.999979734
006944.jpg,4,0.996676207
018013.jpg,0,0.995634615
001994.jpg,3,0.999938488
009693.jpg,0,0.995510101
006535.jpg,6,0.976840973
004405.jpg,0,0.994084418
001482.jpg,3,0.998593986
017761.jpg,5,0.969081163
011659.jpg,3,0.990880013
001303.jpg,0,0.993934095
006136.jpg,3,0.798128605
015249.jpg,4,0.999235034
000494.jpg,0,0.933112621
000160.jpg,4,0.997366488
007506.jpg,3,0.978600204
016528.jpg,2,0.834143817
015402.jpg,6,0.999937058
007221.jpg,3,0.610599518
002354.jpg,0,0.801359415
010878.jpg,3,0.827243626
015255.jpg,3,0.396890849
007241.jpg,6,0.961117983
004854.jpg,2,0.989083707
013977.jpg,0,0.996604681
004238.jpg,6,0.9589656
006177.jpg,6,0.995219171
006445.jpg,3,0.884781659
014399.jpg,4,0.868490219
011761.jpg,3,0.999304414
000869.jpg,4,0.998754859
009674.jpg,1,0.991582453
017108.jpg,4,0.999920487
009451.jpg,0,0.964807868
009734.jpg,4,0.6073277
009446.jpg,6,0.99969554
009116.jpg,6,0.999718487
010189.jpg,4,0.613478065
001937.jpg,0,0.753057122
010320.jpg,0,0.996183813
005898.jpg,4,0.822808862
009990.jpg,4,0.99972707
014690.jpg,4,0.777238488
005485.jpg,4,0.999877691
018064.jpg,6,0.992051184
012693.jpg,3,0.934237599
012025.jpg,3,0.973413944
014510.jpg,0,0.999853253
007324.jpg,0,0.997833908
002185.jpg,6,0.999640584
005334.jpg,5,0.728570342
001299.jpg,6,0.459888697
013456.jpg,4,0.999267995
008414.jpg,3,0.999029517
017572.jpg,3,0.985188246
003478.jpg,1,0.999836683
000023.jpg,3,0.532191336
012108.jpg,4,0.999619722
001325.jpg,6,0.964826942
004333.jpg,3,0.993281364
008384.jpg,3,0.999973536
001854.jpg,2,0.968700588
016724.jpg,4,0.999964356
014620.jpg,5,0.988847971
013010.jpg,6,0.999052465
009158.jpg,3,0.880967975
017822.jpg,2,0.999268115
004993.jpg,4,0.92460984
004812.jpg,6,0.994580448
012932.jpg,4,0.999247313
004866.jpg,1,0.999847651
015256.jpg,1,0.99292022
016303.jpg,2,0.999711335
013012.jpg,0,0.600461543
006441.jpg,0,0.999157786
005590.jpg,0,0.997470379
004271.jpg,3,0.941398501
000194.jpg,6,0.99917078
012101.jpg,6,0.991771042
012858.jpg,2,0.919160426
004430.jpg,4,0.99987483
006739.jpg,0,0.62025243
014733.jpg,0,0.999394059
016763.jpg,3,0.999772131
015158.jpg,2,0.850434303
015377.jpg,6,0.998108506
000109.jpg,6,0.922553778
009512.jpg,4,0.99909246
004643.jpg,4,0.983728468
