image_name,label,score
000017.jpg,0,0.9995
000168.jpg,0,0.57739
000209.jpg,0,0.99948
000269.jpg,0,0.99861
000301.jpg,0,0.98569
000309.jpg,0,0.71896
000384.jpg,0,0.97547
000484.jpg,0,0.99733
000637.jpg,0,0.50511
000689.jpg,0,0.98043
000690.jpg,0,0.99358
000714.jpg,0,0.99909
000732.jpg,0,0.38454
000736.jpg,0,0.99919
000772.jpg,0,0.92659
000781.jpg,0,0.93903
000803.jpg,0,0.96823
000842.jpg,0,0.79671
000882.jpg,0,0.73744
000891.jpg,0,0.34615
000930.jpg,0,0.57762
001015.jpg,0,0.56614
001080.jpg,0,0.54308
001102.jpg,0,0.99631
001138.jpg,0,0.99593
001231.jpg,0,0.9599
001260.jpg,0,0.99159
001337.jpg,0,0.64416
001370.jpg,0,0.92712
001384.jpg,0,0.36305
001476.jpg,0,0.99959
001486.jpg,0,0.92484
001502.jpg,0,0.98989
001528.jpg,0,0.31384
001558.jpg,0,0.69379
001617.jpg,0,0.75464
001645.jpg,0,0.95474
001646.jpg,0,0.73284
001697.jpg,0,0.48065
001842.jpg,0,0.9841
001880.jpg,0,0.96216
001944.jpg,0,0.57035
001963.jpg,0,0.99
002004.jpg,0,0.36519
002014.jpg,0,0.42945
002045.jpg,0,0.9999
002107.jpg,0,0.81679
002116.jpg,0,0.99558
002173.jpg,0,0.93905
002322.jpg,0,0.99297
002330.jpg,0,0.98989
002352.jpg,0,0.39756
002360.jpg,0,0.90668
002365.jpg,0,0.76308
002434.jpg,0,0.98563
002459.jpg,0,0.37015
002514.jpg,0,0.97345
002549.jpg,0,0.98816
002578.jpg,0,0.99752
002723.jpg,0,0.9002
002753.jpg,0,0.98151
002779.jpg,0,0.93604
002847.jpg,0,0.97327
002871.jpg,0,0.93028
002943.jpg,0,0.975
002997.jpg,0,0.9989
003090.jpg,0,0.95562
003128.jpg,0,0.38122
003161.jpg,0,0.5023
003267.jpg,0,0.51837
003304.jpg,0,0.97784
003459.jpg,0,0.99526
003479.jpg,0,0.9929
003481.jpg,0,0.99966
003488.jpg,0,0.88509
003495.jpg,0,0.69085
003534.jpg,0,0.99894
003548.jpg,0,0.98863
003583.jpg,0,0.99428
003604.jpg,0,0.99229
003665.jpg,0,0.98965
003676.jpg,0,0.99946
003681.jpg,0,0.36037
003723.jpg,0,0.91669
003812.jpg,0,0.99661
003818.jpg,0,0.38864
003836.jpg,0,0.94591
003845.jpg,0,0.94677
003980.jpg,0,0.93776
003991.jpg,0,0.97093
004031.jpg,0,0.97054
004036.jpg,0,0.40924
004043.jpg,0,0.44194
004095.jpg,0,0.99446
004119.jpg,0,0.54673
004183.jpg,0,0.59652
004201.jpg,0,0.47324
004230.jpg,0,0.99294
004307.jpg,0,0.99702
004347.jpg,0,0.98738
004359.jpg,0,0.95125
004368.jpg,0,0.70213
004415.jpg,0,0.7614
004554.jpg,0,0.48007
004650.jpg,0,0.9969
004702.jpg,0,0.96523
004713.jpg,0,0.79067
004815.jpg,0,0.65689
004827.jpg,0,0.37793
004935.jpg,0,0.99232
004941.jpg,0,0.98368
004949.jpg,0,0.46061
004967.jpg,0,0.9407
004969.jpg,0,0.99581
005001.jpg,0,0.99311
005025.jpg,0,0.49576
005058.jpg,0,0.99225
005102.jpg,0,0.97172
005207.jpg,0,0.52512
005225.jpg,0,0.70033
005258.jpg,0,0.99869
005334.jpg,0,0.99719
005351.jpg,0,0.99962
005440.jpg,0,0.99899
005456.jpg,0,0.75599
005482.jpg,0,0.72596
005492.jpg,0,0.99736
005495.jpg,0,0.94796
005560.jpg,0,0.95617
005563.jpg,0,0.65944
005637.jpg,0,0.94752
005672.jpg,0,0.98688
005734.jpg,0,0.51615
005751.jpg,0,0.70251
005801.jpg,0,0.97279
009075.jpg,0,0.93842
009107.jpg,0,0.44252
009238.jpg,0,0.97588
009250.jpg,0,0.78488
009253.jpg,0,0.75295
009282.jpg,0,0.73228
009290.jpg,0,0.99744
009386.jpg,0,0.99
009648.jpg,0,0.68977
010029.jpg,0,0.99815
010152.jpg,0,0.9846
010158.jpg,0,0.99794
010163.jpg,0,0.98467
010257.jpg,0,0.9987
010282.jpg,0,0.77648
010285.jpg,0,0.99584
010305.jpg,0,0.60663
010357.jpg,0,0.96655
010359.jpg,0,0.96603
010412.jpg,0,0.88637
010426.jpg,0,0.99289
010432.jpg,0,0.94818
010443.jpg,0,0.96465
010458.jpg,0,0.9912
010565.jpg,0,0.9307
010570.jpg,0,0.98854
010571.jpg,0,0.97584
010706.jpg,0,0.99929
010712.jpg,0,0.5249
010718.jpg,0,0.49351
010734.jpg,0,0.72883
010746.jpg,0,0.53633
010828.jpg,0,0.99924
010953.jpg,0,0.89435
