image_name,label,score
000001.jpg,1,0.9999856
000002.jpg,1,0.956762
000003.jpg,1,0.9999548
000004.jpg,1,1
000005.jpg,1,0.9999999
000006.jpg,1,0.98162407
000007.jpg,1,0.9994128
000008.jpg,1,0.99966383
000009.jpg,1,0.99948335
000010.jpg,1,0.97298783
000011.jpg,1,0.59106797
000012.jpg,1,0.9999682
000013.jpg,1,1
000014.jpg,3,0.94613105
000015.jpg,1,0.9999374
000016.jpg,1,0.9991898
000017.jpg,1,0.9999943
000018.jpg,1,0.9339555
000019.jpg,1,1
000020.jpg,1,0.9999937
000021.jpg,1,0.99844426
000022.jpg,1,1
000023.jpg,1,1
000024.jpg,1,1
000025.jpg,2,0.91793907
000026.jpg,1,1
000027.jpg,1,1
000028.jpg,1,0.99730814
000029.jpg,1,1
000030.jpg,1,0.9993038
000031.jpg,1,0.99995327
000032.jpg,1,1
000033.jpg,1,0.94338334
000034.jpg,1,0.999998
000035.jpg,1,0.9997241
000036.jpg,3,0.9994466
000037.jpg,1,1
000038.jpg,3,0.9669644
000039.jpg,3,0.8828558
000040.jpg,1,0.99999154
000041.jpg,1,0.4645742
000042.jpg,1,1
000043.jpg,1,0.9643587
000044.jpg,1,1
000045.jpg,3,0.96058995
000046.jpg,1,0.99999785
000047.jpg,1,0.9041227
000048.jpg,1,0.9999994
000049.jpg,1,0.9999943
000050.jpg,1,0.99998546
000051.jpg,1,0.9985594
000052.jpg,1,0.4800725
000053.jpg,1,0.9999347
000054.jpg,1,0.99894243
000055.jpg,0,0.997914
000056.jpg,1,0.9999994
000057.jpg,1,0.99996996
000058.jpg,1,0.9995491
000059.jpg,3,0.99007404
000060.jpg,1,0.9930647
000061.jpg,1,0.84023255
000062.jpg,1,1
000063.jpg,1,0.99980766
000064.jpg,0,0.5139565
000065.jpg,3,0.9981858
000066.jpg,1,1
000067.jpg,1,0.99997985
000068.jpg,1,0.9990483
000069.jpg,1,0.9999999
000070.jpg,1,0.9910616
000071.jpg,1,1
000072.jpg,1,0.48383844
000073.jpg,3,0.9990049
000074.jpg,1,0.99999905
000075.jpg,1,0.9999845
000076.jpg,1,0.9956501
000077.jpg,3,0.5049571
000078.jpg,1,0.99935085
000079.jpg,1,1
000080.jpg,1,0.9999995
000081.jpg,3,0.5421149
000082.jpg,1,0.99997795
000083.jpg,1,1
000084.jpg,1,0.9973937
000085.jpg,3,0.9958091
000086.jpg,3,0.7237263
000087.jpg,3,0.9803623
000088.jpg,1,1
000089.jpg,1,0.99999964
000090.jpg,1,0.9999738
000091.jpg,1,0.9995703
000092.jpg,3,0.78831196
000093.jpg,1,1
000094.jpg,1,0.9892244
000095.jpg,1,1
000096.jpg,3,0.9104383
000097.jpg,1,1
000098.jpg,1,0.99995506
000099.jpg,1,0.9999907
000100.jpg,1,0.99854964
000101.jpg,1,0.99999976
000102.jpg,1,0.9986621
000103.jpg,1,1
000104.jpg,1,0.99985194
000105.jpg,1,0.96324635
000106.jpg,1,0.99029154
000107.jpg,1,0.99964476
000108.jpg,1,0.9896975
000109.jpg,1,1
000110.jpg,3,0.9432101
000111.jpg,3,0.9958242
000112.jpg,3,0.9810176
000113.jpg,1,1
000114.jpg,1,0.99999857
000115.jpg,1,0.99924314
000116.jpg,1,0.9999993
000117.jpg,1,0.99496186
000118.jpg,1,0.99995446
000119.jpg,1,0.99981004
000120.jpg,1,0.9997485
000121.jpg,1,0.9961429
000122.jpg,1,0.9997191
000123.jpg,3,0.999871
000124.jpg,1,0.5061392
000125.jpg,1,0.9471054
000126.jpg,1,1
000127.jpg,1,1
000128.jpg,1,0.99999547
000129.jpg,1,1
000130.jpg,1,0.7228158
000131.jpg,1,0.3674347
000132.jpg,1,0.81832045
000133.jpg,3,0.8805955
000134.jpg,1,0.9978405
000135.jpg,1,1
000136.jpg,1,1
000137.jpg,1,1
000138.jpg,1,1
000139.jpg,1,0.9994097
000140.jpg,1,0.99999523
000141.jpg,1,1
000142.jpg,1,1
000143.jpg,3,0.91561896
000144.jpg,1,0.9999969
000145.jpg,1,0.99976736
000146.jpg,1,0.9999994
000147.jpg,3,0.37501854
000148.jpg,1,1
000149.jpg,1,1
000150.jpg,1,0.9999968
000151.jpg,1,0.9964187
000152.jpg,1,0.86416245
000153.jpg,1,0.99999857
000154.jpg,1,0.99999964
000155.jpg,1,0.9999404
000156.jpg,3,0.8488172
000157.jpg,1,1
000158.jpg,3,0.9931265
000159.jpg,1,1
000160.jpg,1,1
000161.jpg,1,0.99995387
000162.jpg,3,0.916326
000163.jpg,1,0.9999827
000164.jpg,1,0.9987054
000165.jpg,1,1
000166.jpg,1,0.9999105
000167.jpg,1,0.9999871
000168.jpg,3,0.56252664
000169.jpg,1,1
000170.jpg,0,0.73062396
000171.jpg,1,1
000172.jpg,3,0.7450503
000173.jpg,3,0.98521346
000174.jpg,1,1
000175.jpg,1,0.9999962
000176.jpg,1,0.93795604
000177.jpg,1,0.39008358
000178.jpg,1,1
000179.jpg,1,0.9998479
000180.jpg,1,0.9999963
000181.jpg,1,0.9990146
000182.jpg,1,1
000183.jpg,1,0.998384
000184.jpg,3,0.999637
000185.jpg,1,0.99995863
000186.jpg,1,1
000187.jpg,1,1
000188.jpg,1,0.9999635
000189.jpg,1,0.99999976
000190.jpg,1,0.9957436
000191.jpg,1,1
000192.jpg,1,1
000193.jpg,1,0.9999925
000194.jpg,1,0.99997914
000195.jpg,1,0.9965341
000196.jpg,1,1
000197.jpg,1,0.99999905
000198.jpg,1,0.9999987
000199.jpg,1,1
000200.jpg,1,0.9999962
000201.jpg,3,0.89112055
000202.jpg,1,0.9808367
000203.jpg,1,0.9923153
000204.jpg,3,0.6341624
000205.jpg,1,0.9999995
000206.jpg,1,0.99999917
000207.jpg,1,0.9887916
000208.jpg,1,0.999466
000209.jpg,1,1
000210.jpg,1,0.99999917
000211.jpg,1,0.9999969
000212.jpg,1,0.9977725
000213.jpg,1,0.99999213
000214.jpg,3,0.39567044
000215.jpg,1,1
000216.jpg,1,0.9999999
000217.jpg,1,0.99999857
000218.jpg,1,1
000219.jpg,3,0.8200672
000220.jpg,1,0.9999919
000221.jpg,3,0.9689475
000222.jpg,1,1
000223.jpg,1,0.99999595
000224.jpg,1,0.97092706
000225.jpg,1,0.9999902
000226.jpg,3,0.75367427
000227.jpg,1,1
000228.jpg,1,0.9999745
000229.jpg,1,0.9985833
000230.jpg,3,0.9897283
000231.jpg,1,1
000232.jpg,1,1
000233.jpg,3,0.9976593
000234.jpg,1,0.9999732
000235.jpg,1,0.99993026
000236.jpg,1,1
000237.jpg,1,1
000238.jpg,1,0.9995474
000239.jpg,1,0.9137555
000240.jpg,1,0.99999976
000241.jpg,3,0.97714555
000242.jpg,1,1
000243.jpg,1,0.9998826
000244.jpg,1,0.9999703
000245.jpg,1,1
000246.jpg,1,0.9999999
000247.jpg,1,0.31323704
000248.jpg,1,0.99996674
000249.jpg,1,1
000250.jpg,1,0.99990284
000251.jpg,3,0.6830273
000252.jpg,3,0.63718104
000253.jpg,1,0.9999995
000254.jpg,1,0.9999516
000255.jpg,1,0.9281631
000256.jpg,1,0.99999857
000257.jpg,3,0.9708666
000258.jpg,1,0.9999906
000259.jpg,0,0.88204426
000260.jpg,1,1
000261.jpg,1,1
000262.jpg,1,0.99999976
000263.jpg,3,0.55336905
000264.jpg,0,0.59321874
000265.jpg,1,1
000266.jpg,3,0.99878305
000267.jpg,2,0.41297087
000268.jpg,1,0.95522475
000269.jpg,1,1
000270.jpg,1,0.84391516
000271.jpg,1,0.81997263
000272.jpg,1,0.9999993
000273.jpg,1,1
000274.jpg,1,0.9999999
000275.jpg,1,0.99995995
000276.jpg,1,1
000277.jpg,1,0.99999964
000278.jpg,3,0.7254293
000279.jpg,1,0.99994123
000280.jpg,1,0.99999964
000281.jpg,1,0.99999905
000282.jpg,1,1
000283.jpg,1,1
000284.jpg,3,0.4887777
000285.jpg,1,0.9999776
000286.jpg,1,0.94587266
000287.jpg,3,0.9978217
000288.jpg,1,0.99128973
000289.jpg,1,1
000290.jpg,1,0.9999988
000291.jpg,1,0.99710125
000292.jpg,3,0.88885355
000293.jpg,1,0.99992335
000294.jpg,1,0.99999654
000295.jpg,1,1
000296.jpg,1,0.990258
000297.jpg,1,1
000298.jpg,1,0.9997938
000299.jpg,1,0.994896
000300.jpg,1,0.9999993
000301.jpg,1,0.9994407
000302.jpg,1,1
000303.jpg,1,0.999998
000304.jpg,1,1
000305.jpg,1,1
000306.jpg,1,0.99999726
000307.jpg,1,1
000308.jpg,1,0.9999974
000309.jpg,1,0.99999976
000310.jpg,1,0.9885061
000311.jpg,1,0.9996935
000312.jpg,1,0.99995863
000313.jpg,1,0.99051815
000314.jpg,1,0.9953375
000315.jpg,1,0.99999964
000316.jpg,1,0.9999999
000317.jpg,1,0.99973685
000318.jpg,1,0.7722707
000319.jpg,1,0.9999156
000320.jpg,1,0.99985087
000321.jpg,1,1
000322.jpg,1,0.99999964
000323.jpg,1,0.99999475
000324.jpg,1,0.98793423
000325.jpg,1,1
000326.jpg,3,0.97681355
000327.jpg,1,0.9999995
000328.jpg,1,1
000329.jpg,1,1
000330.jpg,1,1
000331.jpg,0,0.5898168
000332.jpg,1,0.9999962
000333.jpg,1,0.9999995
000334.jpg,1,0.9999988
000335.jpg,1,0.99999976
000336.jpg,3,0.56091285
000337.jpg,1,0.9999999
000338.jpg,1,0.9999732
000339.jpg,1,0.99998915
000340.jpg,1,0.9999759
000341.jpg,1,0.9999523
000342.jpg,1,0.99996483
000343.jpg,1,0.9999993
000344.jpg,1,0.99999714
000345.jpg,1,1
000346.jpg,1,0.99999917
000347.jpg,1,0.98820764
000348.jpg,1,0.9997341
000349.jpg,3,0.9710981
000350.jpg,1,0.9999995
000351.jpg,1,0.99972504
000352.jpg,1,0.99831116
000353.jpg,1,0.9993437
000354.jpg,1,0.9995215
000355.jpg,1,0.999524
000356.jpg,3,0.79123515
000357.jpg,4,0.6558393
000358.jpg,3,0.9425256
000359.jpg,3,0.99765885
000360.jpg,3,0.792877
000361.jpg,1,0.99724483
000362.jpg,3,0.9970355
000363.jpg,1,0.99609
000364.jpg,1,0.9955486
000365.jpg,1,1
000366.jpg,1,1
000367.jpg,1,0.9999999
000368.jpg,1,1
000369.jpg,1,1
000370.jpg,1,1
000371.jpg,1,0.9999887
000372.jpg,1,0.9999999
000373.jpg,4,0.42252317
000374.jpg,1,0.99999976
000375.jpg,1,0.9999591
000376.jpg,1,0.9976597
000377.jpg,3,0.99956745
000378.jpg,1,0.9956285
000379.jpg,1,0.9999999
000380.jpg,1,0.99997675
000381.jpg,1,0.652493
000382.jpg,1,0.99997866
000383.jpg,3,0.99618655
000384.jpg,3,0.97979635
000385.jpg,3,0.99987483
000386.jpg,1,0.6067893
000387.jpg,1,0.9999969
000388.jpg,1,0.9984012
000389.jpg,3,0.9234825
000390.jpg,1,1
000391.jpg,1,1
000392.jpg,1,0.99997365
000393.jpg,3,0.9995546
000394.jpg,1,1
000395.jpg,1,0.99999976
000396.jpg,3,0.20808952
000397.jpg,2,0.91330373
000398.jpg,1,0.58565754
000399.jpg,1,0.99974006
000400.jpg,1,0.99999964
000401.jpg,1,0.99999976
000402.jpg,3,0.43969
000403.jpg,1,0.9999914
000404.jpg,1,0.9999989
000405.jpg,1,1
000406.jpg,1,0.99998176
000407.jpg,1,0.9999995
000408.jpg,1,0.8619885
000409.jpg,1,0.9998373
000410.jpg,1,0.99999845
000411.jpg,1,0.99999917
000412.jpg,1,0.99999976
000413.jpg,1,0.30882597
000414.jpg,1,0.99985826
000415.jpg,1,0.9999273
000416.jpg,1,0.9999068
000417.jpg,3,0.7407323
000418.jpg,1,0.99997795
000419.jpg,1,0.99906987
000420.jpg,1,0.99999785
000421.jpg,3,0.79356766
000422.jpg,1,0.99987435
000423.jpg,1,1
000424.jpg,1,1
000425.jpg,1,0.9999585
000426.jpg,1,0.9741208
000427.jpg,1,1
000428.jpg,1,0.9933349
000429.jpg,1,0.9559334
000430.jpg,1,0.9944195
000431.jpg,3,0.9879268
000432.jpg,1,1
000433.jpg,1,1
000434.jpg,1,0.9997502
000435.jpg,1,0.47916377
000436.jpg,1,1
000437.jpg,1,1
000438.jpg,1,0.9999994
000439.jpg,1,1
000440.jpg,1,0.9997155
000441.jpg,1,0.99959093
000442.jpg,1,0.8497846
000443.jpg,1,0.9999995
000444.jpg,1,0.99998593
000445.jpg,1,0.99999976
